accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0.7513419985771179,0.5215772986412048,0.759147584438324,0.9744516015052795,0.5,0.6964061260223389,0.5,1.0
0.8013803958892822,0.40730875730514526,0.8032471537590027,0.9703226089477539,0.5625,0.6657239198684692,0.5333333611488342,1.0
0.8506518602371216,0.34001871943473816,0.8576709628105164,0.9579355120658875,0.5625,0.661145806312561,0.5333333611488342,1.0
0.8721242547035217,0.30221256613731384,0.8885658979415894,0.9465806484222412,0.75,0.5719501376152039,0.6666666865348816,1.0
0.8935966491699219,0.2749568819999695,0.9133465886116028,0.9465806484222412,0.75,0.5809433460235596,0.6666666865348816,1.0
0.8981978297233582,0.26076430082321167,0.9196786880493164,0.945548415184021,0.75,0.5756835341453552,0.6666666865348816,1.0
0.9014570713043213,0.24362380802631378,0.9270647764205933,0.9414193630218506,0.75,0.6258525848388672,0.6666666865348816,1.0
